65557  [52693, 4629, 52739, 52738, 7867]
65559  [18946, 18965, 1772, 45548, 23677]
65561  [23632, 52736, 23632, 46673, 52736]
65562  [38120, 13291, 38120, 38121, 48920]
65563  [48378, 48378, 24421, 23067, 49332]
65564  [4626, 8576, 8576, 4626, 8566]
65565  [23207, 49490, 49488, 36625, 49490]
65566  [42054, 14120, 14194, 14120, 14120]
65569  [10679, 9160, 37480, 49469, 9160]
65571  [7010, 7010, 36204, 21413, 7010]
65572  [24406, 24403, 24403, 24404, 24785]
65573  [10413, 52729, 15402, 45700, 15402]
65578  [49334, 49336, 49336, 49336, 49336]
65585  [52712, 52712, 52712, 52458, 52464]
65587  [52594, 49469, 1348, 49469, 36101]
65589  [15168, 49333, 14927, 15211, 3431]
65590  [17227, 21082, 21082, 21080, 21082]
65591  [46453, 26742, 8, 8, 7]
65592  [52124, 52124, 52124, 14501, 52124]
65594  [12634, 41166, 41166, 12634, 41168]
65596  [8616, 8616, 8616, 8616, 9666]
65597  [23504, 21168, 52517, 52517, 52517]
65598  [48114, 44543, 44527, 48113, 52618]
65599  [49325, 49549, 49332, 49330, 49327]
65605  [14120, 14122, 17856, 14194, 14194]
65607  [10417, 8002, 8002, 8002, 11463]
65608  [49476, 49474, 49476, 49466, 49476]
65613  [8090, 3329, 8090, 49467, 8090]
65615  [38216, 21148, 38199, 38199, 21148]
65617  [52514, 52712, 49469, 52592, 26742]
65619  [15773, 6981, 10238, 7929, 45448]
65622  [15488, 22083, 15488, 15482, 15488]
65626  [4275, 4275, 37474, 37474, 48775]
65627  [52464, 52622, 52464, 37008, 37008]
65630  [1517, 43436, 3431, 1517, 1517]
65632  [14126, 14124, 14126, 14126, 14126]
65633  [14170, 52602, 24527, 45809, 1273]
65634  [9761, 8629, 9870, 9870, 9761]
65636  [12375, 15478, 37636, 37636, 4810]
65641  [15177, 15177, 15177, 49332, 15177]
65642  [15637, 24424, 15637, 5209, 11082]
65643  [3478, 14855, 3475, 14170, 14172]
65644  [49336, 6564, 6536, 50357, 6536]
65651  [21417, 8920, 37159, 35806, 8920]
65652  [15069, 15069, 8616, 15069, 8616]
65655  [1542, 46671, 46671, 45255, 45272]
65657  [48072, 51569, 45809, 45809, 1273]
65663  [4275, 3545, 4277, 3547, 5344]
65669  [35322, 3475, 14194, 14133, 14133]
65670  [48748, 48784, 48750, 48750, 48748]
65671  [14137, 14161, 14194, 14161, 14133]
65674  [4275, 47974, 4275, 37636, 52512]
65679  [49469, 49466, 49466, 49469, 52448]
65683  [24406, 24785, 23634, 24785, 24786]
65684  [38317, 38317, 29519, 38317, 52654]
65688  [52739, 52739, 7867, 52739, 52682]
65691  [46671, 45255, 46671, 45248, 1542]
65692  [52464, 52602, 52443, 5668, 52525]
65694  [37899, 48128, 15168, 15168, 15177]
65695  [4856, 10009, 43315, 48407, 10413]
65697  [52592, 9160, 48873, 48232, 49476]
65698  [8090, 45548, 52592, 52592, 52592]
65699  [52452, 48077, 52449, 52459, 7277]
65700  [14178, 4886, 14124, 14190, 14170]
65701  [33386, 33386, 33388, 33387, 33386]
65704  [18158, 14124, 14126, 14124, 14128]
65705  [14124, 14126, 14124, 14126, 14124]
65706  [48725, 48725, 48725, 48725, 48725]
65710  [14906, 14122, 14122, 14170, 46189]
65711  [24402, 24404, 24402, 24404, 24404]
65712  [4454, 4441, 15211, 4454, 4441]
65715  [5211, 15667, 15667, 15637, 4277]
65716  [49469, 49466, 49466, 49469, 52448]
65718  [3569, 3439, 45152, 3569, 24461]
65719  [44507, 44866, 44416, 3569, 3439]
65724  [14128, 14190, 14194, 14157, 3475]
65725  [5915, 24527, 7643, 45548, 52517]
65729  [49332, 48232, 48232, 3433, 49330]
65730  [49486, 6545, 28410, 6554, 6554]
65732  [8608, 8609, 8912, 8541, 8609]
65738  [38121, 29900, 11473, 38121, 38122]
65739  [48342, 5450, 43432, 43432, 48119]
65741  [24404, 24786, 24406, 24422, 24786]
65743  [49325, 48232, 49332, 15168, 3433]
65744  [45809, 52682, 1273, 52682, 3928]
65746  [29532, 15278, 9614, 9619, 11129]
65751  [1282, 47974, 8638, 5454, 45704]
65752  [38120, 38120, 5907, 5905, 5871]
65753  [49333, 14927, 15168, 49758, 48229]
65756  [7071, 7071, 7109, 14419, 500]
65758  [1517, 3431, 15443, 15086, 15443]
65767  [41175, 41175, 41171, 41171, 41171]
65770  [4647, 48131, 52592, 21076, 21076]
65780  [21168, 52624, 49325, 38320, 48875]
65782  [52682, 52682, 52735, 45813, 52097]
65786  [3366, 3363, 3366, 49760, 3368]
65789  [52464, 52464, 52464, 49467, 4648]
65792  [2159, 2161, 2159, 2159, 2161]
65795  [49333, 52602, 49333, 49330, 49332]
65800  [52443, 9708, 52622, 52630, 52443]
65801  [33558, 14128, 14194, 14157, 3476]
65804  [50226, 50226, 50226, 50142, 50500]
65813  [48748, 48748, 48748, 49466, 48748]
65815  [51569, 48079, 52694, 48888, 48888]
65818  [45813, 28966, 26630, 12568, 21210]
65820  [10689, 8330, 8335, 8335, 18868]
65824  [48742, 48742, 48742, 52657, 47654]
65828  [8566, 8576, 30253, 8576, 8576]
65831  [5332, 5332, 4277, 5332, 5332]
65832  [15168, 16153, 15228, 15168, 15228]
65834  [52682, 52682, 52739, 4629, 33030]
65837  [52735, 52738, 52739, 12571, 52657]
65839  [49482, 52460, 49476, 52460, 52462]
65843  [38110, 21210, 52693, 52682, 52682]
65848  [14170, 14124, 14124, 14161, 52675]
65849  [52712, 52525, 52443, 52622, 52712]
65855  [41267, 46671, 23941, 41279, 46453]
65857  [4451, 34069, 43850, 34069, 8302]
65864  [14188, 14188, 3478, 14188, 14186]
65865  [24786, 24786, 24422, 24786, 24786]
65866  [46128, 5122, 5122, 30690, 28270]
65876  [52738, 7867, 45809, 52735, 52739]
65877  [52462, 52462, 52462, 52462, 52445]
65879  [4629, 8617, 52738, 26630, 26630]
65881  [3433, 14927, 15228, 3431, 3431]
65884  [49474, 48748, 48745, 37480, 48748]
65885  [49336, 49336, 48088, 49336, 49334]
65888  [14126, 36627, 14126, 14124, 14124]
65892  [11744, 11114, 24424, 5209, 11082]
65894  [9844, 52517, 46445, 52517, 15365]
65896  [13392, 49474, 13392, 48748, 48748]
65902  [52739, 52735, 52682, 1273, 1273]
65903  [9701, 52682, 13935, 52739, 26630]
65904  [7454, 13827, 13827, 13962, 3431]
65909  [9160, 10679, 52594, 9160, 9160]
65910  [15069, 15069, 8616, 15069, 8616]
65912  [9407, 12511, 12511, 12511, 12511]
65916  [32585, 45661, 32585, 5319, 32825]
65919  [49332, 48378, 24421, 48378, 48378]
65920  [9, 23652, 1315, 36083, 23653]
65921  [49332, 3433, 49332, 3433, 3433]
65923  [4277, 37479, 15667, 15734, 15734]
65925  [23969, 23970, 23969, 23969, 23970]
65927  [24406, 24422, 24785, 24406, 24406]
65930  [19533, 19737, 19737, 19535, 19735]
65931  [8566, 5970, 7644, 7698, 7701]
65937  [1772, 28236, 23661, 28236, 1727]
65938  [52739, 52735, 1273, 52738, 52738]
65941  [43315, 30128, 23077, 10411, 21046]
65951  [52445, 52602, 6, 52514, 52514]
65964  [52460, 52712, 52460, 52712, 52460]
65966  [8475, 4275, 12367, 3547, 8478]
65970  [41267, 33933, 19066, 7971, 41285]
65973  [49495, 14126, 14128, 44299, 14126]
65976  [33030, 11, 12571, 33030, 1273]
65977  [14186, 3475, 14129, 11382, 14186]
65978  [11473, 48920, 8337, 48920, 11473]
65980  [23661, 23661, 29560, 29560, 29560]
65981  [31946, 5973, 19515, 21389, 19515]
65984  [6319, 40093, 41693, 12005, 6270]
65989  [14190, 48750, 14190, 14190, 14190]
65991  [48775, 48775, 48775, 48750, 48775]
65994  [52594, 52594, 9160, 52594, 49469]
65995  [49474, 49466, 49474, 49474, 48896]
66000  [15443, 6092, 38610, 44385, 38583]
66001  [14153, 6941, 5634, 6943, 14164]
66004  [28236, 29177, 28236, 36912, 29560]
66006  [52594, 52594, 52594, 36101, 37480]
66013  [13735, 52712, 11313, 52445, 52445]
66014  [28236, 29177, 29560, 28236, 36912]
66018  [13, 13, 49463, 1542, 49197]
66020  [7599, 52512, 1520, 52512, 1520]
66024  [4626, 11254, 4626, 48716, 8566]
66025  [47639, 13, 47639, 13, 47639]
66033  [15168, 49330, 15168, 14927, 4441]
66034  [34919, 14253, 15388, 14253, 4644]
66037  [48951, 3329, 48229, 48951, 48951]
66041  [24785, 24785, 24404, 8388, 24408]
66049  [14174, 14126, 14194, 14190, 14170]
66059  [38218, 3476, 3478, 14129, 14194]
66062  [3475, 14172, 14122, 46189, 3475]
66067  [49467, 52460, 52460, 7643, 49482]
66068  [49336, 48088, 49334, 49338, 49336]
66070  [4629, 35876, 52449, 23033, 52694]
66076  [10448, 588, 45295, 5630, 10448]
66077  [3139, 3139, 16382, 3139, 6065]
66082  [48708, 45728, 9527, 48708, 9527]
66083  [47750, 30899, 13896, 1062, 1062]
66084  [14122, 14190, 14122, 14186, 14135]
66087  [14163, 48160, 14164, 14129, 14202]
66088  [4647, 48131, 52592, 21076, 21076]
66091  [14120, 14168, 14124, 14163, 14164]
66092  [6472, 6468, 6459, 6468, 28743]
66094  [11980, 43572, 41600, 45034, 43583]
66097  [15018, 47715, 11970, 11970, 6921]
66099  [48433, 15168, 3431, 15211, 3431]
66104  [30128, 37852, 42981, 30128, 4856]
66105  [49333, 48234, 15168, 15177, 49327]
66110  [18956, 21699, 18958, 7350, 21130]
66111  [3476, 3476, 14120, 14194, 3476]
66112  [52657, 52657, 49482, 52624, 52657]
66117  [52680, 49557, 14418, 52680, 52624]
66119  [49336, 6536, 50755, 49338, 48719]
66120  [38963, 48385, 48383, 48448, 29963]
66122  [23632, 48883, 48079, 48079, 48883]
66130  [52622, 49466, 52517, 52712, 52712]
66131  [51057, 3139, 8069, 30432, 3139]
66132  [8521, 3547, 8519, 8527, 8525]
66133  [8092, 8090, 7599, 7599, 49463]
66140  [4629, 7867, 52739, 52739, 49482]
66146  [8090, 45548, 52712, 52592, 52592]
66148  [15177, 52602, 52517, 52622, 52517]
66151  [15443, 15443, 15177, 52602, 15228]
66155  [44680, 47639, 44680, 52660, 38941]
66164  [4, 44400, 49482, 1, 4]
66165  [14190, 14170, 14172, 14186, 14122]
66168  [52592, 52592, 52592, 19855, 52514]
66172  [14770, 47701, 47701, 47701, 47701]
66174  [12375, 15478, 37636, 37636, 4810]
66175  [50272, 14456, 50272, 52517, 50272]
66179  [4277, 4277, 49466, 4275, 15734]
66180  [28236, 29560, 29477, 29177, 29559]
66182  [276, 276, 21389, 276, 276]
66183  [11590, 48761, 45719, 41110, 41110]
66184  [17230, 17234, 22115, 22115, 22347]
66186  [5529, 48342, 48119, 48184, 48119]
66187  [14126, 18158, 52517, 14124, 36627]
66188  [49544, 15228, 3433, 14927, 15228]
66192  [19337, 52546, 44400, 38673, 52536]
66193  [6366, 30435, 30435, 6366, 43813]
66194  [38404, 1874, 52622, 9779, 52712]
66196  [30253, 48752, 48755, 48755, 48752]
66197  [8616, 15069, 8616, 8615, 8615]
66199  [14190, 46189, 3476, 14120, 14122]
66200  [46189, 3475, 14172, 3475, 14172]
66202  [45804, 14126, 7643, 45548, 36627]
66206  [48302, 32825, 8628, 43424, 32822]
66211  [14122, 14190, 14192, 14194, 14129]
66214  [29201, 48750, 48750, 48750, 7166]
66219  [48716, 8020, 7599, 8020, 49336]
66225  [14124, 14168, 30711, 14163, 14161]
66231  [13377, 6068, 48229, 14927, 48234]
66232  [52525, 52460, 52460, 52712, 52712]
66233  [49466, 49466, 4275, 37480, 52594]
66235  [4755, 19204, 27201, 32391, 4755]
66237  [52617, 14122, 14170, 14172, 14906]
66244  [15443, 3433, 4454, 3431, 15443]
66247  [14917, 48095, 32825, 32826, 15390]
66249  [49325, 15443, 49332, 49332, 48232]
66250  [32530, 6649, 48385, 48385, 8163]
66253  [7867, 51569, 13966, 48840, 47278]
66254  [13735, 13735, 52514, 13735, 52514]
66255  [14190, 46189, 14190, 14120, 14120]
66260  [5209, 48775, 48775, 15637, 15637]
66261  [12375, 15478, 37621, 44861, 37636]
66266  [41669, 7, 1315, 41670, 30435]
66267  [8448, 8456, 15365, 41119, 5392]
66269  [21576, 10700, 21576, 43316, 21576]
66273  [47665, 47665, 8335, 33339, 19167]
66279  [44642, 44642, 45379, 44672, 47639]
66282  [9761, 3928, 6518, 1635, 6518]
66283  [14823, 49486, 49486, 44304, 14823]
66290  [6, 9758, 9, 44302, 49198]
66295  [36830, 1540, 36882, 36884, 1540]
66308  [6564, 46031, 6564, 6564, 6564]
66318  [52693, 4629, 52739, 52739, 52738]
66321  [49474, 49474, 8475, 49476, 52592]
66322  [15809, 15809, 15807, 30957, 19021]
66326  [15443, 49332, 15177, 52676, 9999]
66328  [8785, 10564, 6809, 11006, 8718]
66329  [48097, 13925, 52630, 14555, 45715]
66331  [19608, 19606, 1273, 19608, 19711]
66347  [14190, 14172, 14194, 14122, 14122]
66350  [46189, 3476, 14120, 14122, 12634]
66355  [41090, 41090, 41090, 10454, 10454]
66356  [52550, 23647, 44400, 38673, 44409]
66359  [8615, 15092, 8615, 8615, 29517]
66360  [52738, 52735, 1273, 12571, 52682]
66361  [38858, 38857, 38858, 38858, 38858]
66362  [50274, 50274, 50148, 5920, 40971]
66365  [7108, 11254, 52606, 52606, 52517]
66370  [49490, 49490, 49490, 45312, 49490]
66373  [43315, 10413, 52192, 26237, 10413]
66374  [4454, 15443, 15443, 3431, 15443]
66376  [49490, 49488, 49490, 49513, 49490]
66382  [6484, 49557, 52460, 52680, 52624]
66389  [12509, 49544, 15454, 49390, 15454]
66390  [15798, 15798, 30951, 30941, 15798]
66393  [52462, 52696, 52696, 49482, 52452]
66396  [19009, 52517, 45790, 52517, 52517]
66400  [8091, 26942, 7599, 8092, 8091]
66405  [28743, 28745, 28745, 28745, 28745]
66406  [9622, 8616, 15361, 15361, 9715]
66407  [15443, 3431, 1517, 48229, 48234]
66409  [49806, 6518, 49806, 7218, 49806]
66411  [14834, 14834, 38842, 14834, 29846]
66413  [49410, 24787, 23632, 1273, 23632]
66414  [13882, 52123, 52124, 1582, 13882]
66421  [14977, 14975, 15823, 15823, 14977]
66426  [8566, 8617, 8566, 8617, 8566]
66429  [11, 49482, 49482, 11, 52590]
66430  [46940, 37248, 21168, 49266, 14128]
66431  [29560, 48757, 29560, 23661, 23661]
66433  [52594, 52712, 52443, 52594, 8829]
66436  [23600, 23600, 8793, 23600, 23610]
66437  [44531, 44531, 40158, 44531, 44527]
66438  [36906, 36904, 36830, 36904, 1540]
66440  [1635, 12832, 11254, 6518, 6518]
66443  [3476, 14192, 14194, 14120, 14120]
66451  [21576, 4850, 10700, 21576, 43316]
66453  [52693, 4629, 52738, 7867, 52735]
66456  [52525, 52525, 39734, 45713, 52335]
66460  [47834, 49332, 49330, 48232, 49327]
66461  [7652, 7218, 1635, 7218, 11254]
66462  [14194, 14194, 14122, 14176, 14122]
66466  [52458, 15211, 6520, 52455, 52449]
66467  [14126, 14161, 14124, 14128, 14128]
66469  [36627, 36627, 36627, 4275, 49495]
66470  [49557, 49482, 49557, 52455, 29519]
66475  [3489, 3489, 15011, 1157, 6420]
66476  [24400, 48881, 50272, 48934, 24400]
66478  [14126, 14126, 36627, 7809, 14128]
66485  [24786, 24786, 36092, 24786, 24406]
66486  [44537, 44527, 33395, 44527, 44543]
66487  [3433, 15228, 3433, 15228, 4454]
66488  [52624, 52680, 14418, 29519, 14418]
66492  [5915, 24527, 7643, 45548, 52517]
66493  [14161, 14161, 14161, 14161, 14163]
66506  [49469, 49469, 49474, 52517, 52517]
66507  [52602, 5456, 52445, 52445, 52517]
66509  [14172, 14172, 3478, 14172, 14172]
66517  [39429, 39634, 39429, 46099, 48405]
66522  [43377, 42029, 43373, 7921, 42069]
66528  [48418, 48416, 16390, 23033, 48416]
66530  [52739, 26626, 52739, 52738, 52682]
66531  [5575, 31737, 31737, 5575, 31718]
66539  [1172, 11435, 3127, 8644, 23681]
66541  [37144, 37144, 37147, 37588, 37144]
66543  [14170, 24417, 6938, 6938, 14143]
66544  [1874, 14559, 52525, 36101, 3110]
66546  [4647, 48131, 52592, 21076, 21076]
66548  [14120, 14120, 14122, 14120, 17856]
66549  [15443, 3431, 38110, 4454, 3431]
66552  [49333, 15177, 15256, 49332, 49333]
66554  [31821, 10440, 31823, 41426, 10440]
66557  [41696, 38191, 26742, 26742, 38191]
66564  [8091, 14194, 9004, 52669, 24421]
66566  [49197, 49474, 13737, 52517, 13737]
66569  [52525, 52460, 52602, 52460, 52460]
66570  [49490, 23315, 45312, 49490, 49513]
66573  [12941, 23600, 36083, 8793, 8793]
66575  [1664, 15177, 48095, 48128, 49333]
66576  [3475, 3478, 14194, 6939, 14192]
66577  [5359, 43432, 5380, 48184, 48119]
66579  [45246, 45301, 45246, 41273, 45301]
66583  [32390, 7458, 7458, 14927, 15443]
66585  [6012, 6016, 8015, 8015, 8014]
66591  [14190, 14122, 3476, 14190, 14120]
66592  [52525, 52669, 52712, 52617, 52671]
66597  [13377, 3431, 48234, 15381, 49330]
66598  [48084, 48084, 48157, 21168, 48081]
66599  [45809, 52682, 1273, 52682, 3928]
66606  [52668, 52668, 52617, 52590, 52668]
66607  [49482, 14917, 24787, 52458, 52657]
66612  [15402, 15402, 43315, 4856, 4856]
66613  [15283, 14184, 14170, 14161, 14172]
66614  [29201, 48748, 4275, 48750, 7166]
66620  [52712, 52590, 52517, 52676, 52460]
66621  [34364, 38199, 34364, 21148, 21148]
66622  [14194, 14180, 14180, 14194, 3476]
66625  [41545, 48781, 41545, 48781, 41545]
66626  [14927, 14927, 49333, 3431, 15443]
66631  [49463, 49463, 7, 49463, 49463]
66634  [6012, 6016, 8015, 6012, 8015]
66636  [49466, 52592, 52592, 49474, 52592]
66646  [6484, 6522, 6518, 6484, 6518]
66647  [28236, 29177, 15664, 36912, 28236]
66648  [49466, 49474, 49476, 49466, 49469]
66650  [3431, 3286, 51634, 3286, 3281]
66655  [1, 1273, 1, 52693, 52739]
66656  [9042, 52739, 52693, 40631, 21210]
66657  [3137, 6065, 6065, 6065, 6065]
66658  [30320, 30320, 11494, 30320, 30320]
66662  [1517, 49333, 48229, 48229, 15168]
66664  [52679, 7223, 650, 45292, 45292]
66665  [7087, 13368, 52594, 13368, 37480]
66667  [30975, 30992, 14791, 13967, 31017]
66668  [4629, 52739, 52738, 7867, 52739]
66669  [52525, 52525, 52712, 52525, 52676]
66670  [44304, 49490, 49490, 44309, 44304]
66671  [52512, 52517, 52445, 52592, 52445]
66674  [38115, 23604, 30049, 38115, 15388]
66678  [14120, 14194, 14120, 14122, 14120]
66679  [14101, 52680, 49557, 38317, 14610]
66685  [14129, 14129, 37877, 14161, 14164]
66686  [52594, 9160, 52594, 37480, 48873]
66690  [45769, 8920, 45769, 8920, 35806]
66691  [38274, 5736, 38271, 23604, 30395]
66692  [45809, 52738, 52682, 52739, 21210]
66693  [15399, 52622, 52622, 52622, 52622]
66694  [49336, 6536, 50755, 49338, 48719]
66703  [14129, 14129, 14129, 14129, 14129]
66709  [52695, 48348, 48348, 52696, 52696]
66710  [4275, 4275, 4275, 4275, 4277]
66711  [37634, 37634, 37621, 37621, 37610]
66713  [36517, 52680, 49495, 1273, 49482]
66714  [6259, 52458, 52458, 13958, 6259]
66716  [40597, 15168, 3431, 3431, 49330]
66721  [22158, 36099, 8815, 15331, 8815]
66722  [3431, 14927, 15211, 5523, 3431]
66725  [44425, 38568, 49333, 4454, 15168]
66727  [23968, 14416, 15186, 14399, 23968]
66732  [8226, 3545, 3545, 15765, 3547]
66733  [49330, 15228, 3431, 3433, 49323]
66735  [49469, 49466, 49466, 13392, 49469]
66741  [30992, 31017, 39492, 36104, 9143]
66742  [17786, 8090, 3329, 8091, 8092]
66747  [20919, 20919, 52594, 37480, 52594]
66748  [14190, 14170, 14172, 3478, 14172]
66749  [39050, 39050, 1728, 39050, 1728]
66752  [30065, 48716, 43580, 43580, 43580]
66754  [14128, 14128, 14128, 14128, 14128]
66756  [23207, 44304, 43332, 49490, 49486]
66760  [52458, 52455, 24422, 52458, 11473]
66761  [45548, 10976, 5915, 24527, 7643]
66764  [3433, 52679, 15228, 14927, 15228]
66766  [41220, 46659, 46659, 46659, 41225]
66768  [1291, 49466, 49469, 49469, 49469]
66769  [43514, 5162, 49856, 36937, 5162]
66771  [48922, 52675, 48922, 15379, 48922]
66772  [49333, 15211, 49537, 14927, 49330]
66773  [39026, 1540, 52617, 16787, 38695]
66776  [7898, 37945, 46446, 37945, 37943]
66783  [44304, 49486, 44304, 44304, 49511]
66785  [14192, 14120, 48751, 14190, 14120]
66787  [4982, 10411, 10411, 4950, 4950]
66791  [15443, 15443, 15443, 3431, 15228]
66793  [47834, 14927, 15443, 49333, 48234]
66798  [5940, 15380, 1546, 5940, 29900]
66803  [35806, 15333, 4635, 4678, 15333]
66808  [29718, 29248, 15798, 29249, 30951]
66809  [48743, 38788, 9685, 52552, 23647]
66814  [48232, 49325, 49327, 48232, 14927]
66816  [6994, 6994, 43516, 6994, 43516]
66819  [31236, 15333, 14838, 15333, 45769]
66825  [3431, 48234, 49333, 48234, 48234]
66828  [14120, 14120, 14120, 14122, 17856]
66830  [6564, 6564, 49336, 46293, 6564]
66833  [30398, 28236, 28236, 28236, 30398]
66834  [8091, 26942, 7599, 8092, 8091]
66846  [9701, 48215, 6547, 9701, 9701]
66847  [1547, 14887, 6259, 6259, 40239]
66848  [24784, 40168, 24785, 24408, 24402]
66849  [14164, 14129, 14166, 14126, 3475]
66852  [1772, 15584, 21342, 28236, 30398]
66857  [14126, 18158, 52517, 14124, 36627]
66858  [13377, 49330, 48229, 3431, 49333]
66859  [48873, 52514, 52592, 52592, 52592]
66860  [9391, 9391, 9391, 9391, 43552]
66862  [6938, 14200, 6946, 9685, 6938]
66863  [49490, 49513, 49486, 49513, 49513]
66864  [48934, 24400, 49554, 24400, 48934]
66865  [23512, 24406, 30253, 30253, 30253]
66866  [5475, 5252, 48184, 5534, 48122]
66868  [8337, 48920, 29900, 48920, 48920]
66870  [52592, 52517, 52592, 52445, 15594]
66872  [13835, 29938, 47797, 38943, 14832]
66874  [5, 52735, 52682, 52693, 52682]
66875  [48840, 52682, 3928, 52682, 3928]
66880  [14126, 36627, 14126, 14124, 14124]
66883  [43791, 8069, 41666, 41665, 47431]
66884  [7867, 1620, 52735, 52739, 14101]
66885  [52739, 49482, 1273, 1273, 52682]
66886  [3, 3, 48342, 3, 23647]
66889  [49467, 7698, 49467, 49467, 10851]
66890  [29853, 47748, 47741, 47748, 47748]
66891  [21046, 38963, 29958, 48442, 48442]
66892  [14190, 3476, 14192, 14120, 14194]
66893  [52452, 52452, 52657, 52458, 52452]
66895  [52592, 9160, 48873, 49469, 48232]
66896  [52739, 52739, 14782, 52682, 1273]
66897  [48752, 52452, 49482, 49482, 49482]
66901  [52522, 46437, 38123, 38123, 45632]
66902  [52126, 52126, 52125, 52126, 14993]
66904  [31469, 31470, 38396, 1191, 31469]
66905  [49333, 15228, 3431, 1517, 15168]
66906  [52712, 52512, 52606, 52514, 14174]
66908  [48748, 48775, 48748, 49466, 49466]
66917  [47107, 52464, 5506, 52712, 7701]
66924  [6536, 6564, 6564, 6564, 1408]
66926  [49466, 14122, 14190, 14122, 14170]
66930  [30663, 950, 5468, 5468, 21171]
66931  [11473, 38120, 38122, 38120, 11473]
66932  [52680, 24420, 38317, 38317, 38317]
66933  [1157, 3489, 6452, 1157, 6420]
66936  [14387, 48378, 21168, 21168, 21168]
66938  [44900, 44584, 43725, 44900, 44900]
66940  [47386, 52514, 47386, 49266, 49266]
66941  [14118, 50312, 17464, 50312, 50324]
66945  [36061, 7599, 7599, 8091, 7599]
66948  [14122, 3475, 6943, 14122, 14190]
66951  [50007, 1772, 21342, 1727, 30398]
66953  [10096, 14227, 4648, 4646, 14227]
66955  [1517, 48234, 1517, 15168, 50747]
66963  [52693, 52738, 52739, 52739, 52739]
66971  [52464, 14122, 14168, 14120, 14170]
66972  [52712, 9701, 52712, 52460, 52712]
66976  [49537, 49537, 49345, 49534, 49537]
66977  [50167, 11213, 52590, 50242, 50272]
66978  [30958, 14951, 1824, 1824, 30958]
66979  [37606, 37606, 7957, 29687, 15521]
66984  [5871, 5907, 5871, 5871, 5877]
66986  [41227, 6796, 41227, 41225, 41225]
66988  [49469, 37501, 13368, 49466, 49469]
66990  [5293, 5293, 5293, 19994, 5293]
66991  [14124, 14126, 14124, 14126, 14124]
66994  [3476, 14120, 14194, 14120, 14120]
66995  [24417, 14131, 14170, 14172, 14170]
66999  [7140, 9738, 45719, 9770, 10508]
67000  [52712, 52464, 52712, 52622, 52712]
67005  [48766, 4629, 1273, 26630, 52552]
67006  [7971, 41285, 33934, 33563, 12675]
67007  [14120, 14120, 14120, 14163, 14192]
67011  [52525, 52525, 52712, 52525, 52712]
67012  [43434, 43432, 43435, 43432, 43435]
67013  [3453, 49482, 9160, 49482, 49482]
67014  [14190, 46189, 46189, 14190, 14190]
67019  [15069, 29217, 29217, 11168, 9666]
67020  [52452, 52458, 52449, 52449, 52458]
67023  [8092, 8090, 7599, 7599, 49463]
67026  [52525, 52525, 49476, 52525, 52622]
67030  [48750, 48750, 48775, 48750, 48775]
67032  [14178, 14122, 14122, 14190, 14122]
67033  [52680, 52680, 29519, 29519, 29519]
67042  [24407, 24406, 24786, 24407, 24407]
67043  [15734, 37479, 5332, 37479, 29539]
67044  [8090, 8091, 7599, 8090, 8091]
67048  [8616, 8616, 8613, 8615, 51077]
67050  [5282, 5237, 48342, 48342, 48342]
67054  [52712, 9701, 52712, 52460, 52464]
67055  [14192, 14192, 14190, 21148, 14194]
67056  [14163, 43316, 14124, 14170, 14163]
67059  [52675, 48922, 48922, 19039, 35616]
67061  [38072, 29900, 29900, 6972, 4272]
67063  [8091, 8091, 7599, 7599, 8090]
67067  [4950, 4950, 4984, 4982, 40936]
67070  [15069, 15069, 8616, 15069, 8616]
67071  [32809, 24390, 1517, 24390, 1517]
67072  [52712, 14572, 5982, 45813, 1273]
67073  [22158, 22158, 22161, 38244, 9303]
67076  [1291, 49469, 52517, 49466, 49476]
67079  [48716, 48752, 11254, 11254, 11254]
67080  [49529, 30038, 47748, 13287, 30038]
67084  [1291, 49469, 52517, 49466, 49476]
67085  [14192, 14192, 3476, 14190, 21148]
67086  [37498, 37504, 37495, 37502, 8815]
67087  [14194, 14190, 46189, 3476, 14194]
67088  [3433, 3431, 3431, 3433, 3431]
67092  [14126, 14124, 14126, 14126, 14126]
67093  [52739, 52738, 1273, 52739, 52739]
67099  [45548, 48750, 45548, 7643, 45548]
67100  [46671, 46671, 41281, 46671, 1542]
67101  [46201, 46201, 36235, 35201, 47673]
67102  [14176, 14190, 14184, 3476, 17804]
67104  [44423, 44423, 38742, 38784, 38742]
67107  [52693, 4629, 52739, 52739, 52738]
67108  [48755, 8566, 8566, 8566, 30253]
67111  [15667, 15667, 37479, 15667, 37479]
67112  [52592, 48922, 49469, 49466, 49474]
67113  [8616, 8616, 8616, 8616, 29517]
67116  [24420, 4786, 48418, 52464, 14552]
67124  [44400, 44400, 16783, 4965, 44400]
67126  [52592, 52445, 52445, 52592, 52445]
67127  [19841, 21398, 11956, 21388, 30414]
67128  [52734, 52694, 52455, 49557, 52696]
67129  [48775, 48775, 48775, 48750, 48775]
67130  [23315, 45312, 23315, 49490, 45312]
67132  [36912, 29554, 29177, 21342, 28236]
67133  [49463, 6366, 49463, 6366, 7]
67134  [44541, 44541, 44543, 44541, 44541]
67135  [38788, 9622, 15069, 29217, 8616]
67136  [48342, 5240, 5236, 5237, 48119]
67139  [5972, 8612, 8612, 49486, 5982]
67140  [4629, 38110, 49546, 5, 1540]
